公司名称,职位名称,薪酬,城市地区,经验要求,学历要求,公司名称.1,规模类型,公司标签,地区,薪酬_n,月薪最小值,月薪最大值
霸州市汉通金属制品有限公司,成本会计,4.2-5.5千·13薪,廊坊,3-4年,大专,"生产成本
成本管理员
财务
成本主管
工厂成本核算
五险一金
年终奖金",民营  |  50-150人,建筑/建材/工程,廊坊,4200-5500,4200,5500
成都一站配齐企业管理有限公司,会计-主办会计/会计专员/会计主管/记账会计-点此查看,4-8千,成都·锦江区,无需经验,大专,"税务筹划记账
周末双休
加班补贴
餐饮补贴
节日福利
全勤奖
绩效奖金
五险一金",民营  |  50-150人,会计/审计,成都,4000-8000,4000,8000
湖北鸿景源商贸有限公司,会计助理,3.5-5千,武汉·东西湖区,3-4年,大专,"财务助理
五险一金
绩效奖金",民营  |  50-150人,快速消费品(食品、饮料、化妆品),武汉,3500-5000,3500,5000
毕节创美房地产开发有限公司,建筑会计,8千-1.2万,毕节,5-7年,大专,"会计
建筑
五险一金
餐饮补贴",民营  ,房地产,毕节,8000-12000,8000,12000
宁波睿达电器有限公司,往来会计,5-6.5千,宁波·慈溪市,2年,大专,"餐饮补贴
绩效奖金
年终奖金
社保五险
返乡路费报销
全勤奖",民营  |  150-500人,家具/家电/玩具/礼品,宁波,5000-6500,5000,6500
海南银华汇建设工程有限公司,主办会计,4.5-6千,定安,2年,大专,五险一金,民营  |  50-150人,建筑/建材/工程,定安,4500-6000,4500,6000
南京七盈财务软件有限公司,注册会计师,1.5-2万,南京·江北新区,10年以上,大专,注册会计师,民营  ,会计/审计,南京,15000-20000,15000,20000
四川物科金硅新材料科技有限责任公司,会计,3千及以下,德阳,5-7年,大专,"会计核算
税务
整理发票
买票
申报个税
弹性工作",民营  |  少于50人,新能源,德阳,nan,,
长沙芒云果教育咨询有限公司,财务会计专员+双休,4-5千,长沙·芙蓉区,2年,大专,"财务
会计助理
财务助理
财务会计
出纳
总账会计
五险
节假日福利
专业培训
员工旅游",民营  |  少于50人,教育/培训/院校,长沙,4000-5000,4000,5000
公安县思续会计代理有限责任公司,会计,3.5-7千·13薪,荆州·公安县,1年,大专,"会计
审计
财务
五险一金
双休
休法假",民营  ,会计/审计,荆州,3500-7000,3500,7000
嘉兴精科科技有限公司,总账会计主管,10-12万/年,上海·金山区,5-7年,本科,"五险一金
员工旅游
交通补贴
通讯补贴
专业培训
餐饮补贴
绩效奖金
年终奖金
定期体检",民营  |  500-1000人,原材料和加工,上海,nan,,
大健云仓科技（苏州）有限公司,德语会计,7千-1.4万·13薪,苏州,3-4年,本科,"德语
会计
五险一金
年终奖金
专业培训
集体户口
节日福利
商业保险
带薪年假",外资（欧美）  |  150-500人,互联网/电子商务,苏州,7000-14000,7000,14000
杭州优彩化工有限公司,会计,10-15万/年,杭州·拱墅区,1年,大专,"财务
节日福利
包吃
绩效奖金
年终奖金
五险一金
补充医疗保险",民营  |  少于50人,贸易/进出口,杭州,nan,,
史威福电子科技（上海）有限公司,综合会计兼出纳,5-6千,上海,1年,大专,"出纳
应收帐款
五险一金
年终奖金",外资（非欧美）  |  150-500人,电子技术/半导体/集成电路,上海,5000-6000,5000,6000
成都市金锐芯科技有限公司,会计行政专员,3.5-5千,成都·金牛区,2年,大专,"会计行政助理
五险一金
专业培训
员工旅游",民营  ,计算机软件,成都,3500-5000,3500,5000
大健云仓科技（苏州）有限公司,总部费用、资金会计,5-7千,苏州,3-4年,大专,"五险一金
年终奖金
专业培训
集体户口
节日福利
商业保险
带薪年假",外资（欧美）  |  150-500人,互联网/电子商务,苏州,5000-7000,5000,7000
珠海市中成税务师事务所有限公司,会计主管,5千-1万,珠海·香洲区,3-4年,大专,"五险一金
专业培训
绩效奖金
年终奖金",民营  |  少于50人,会计/审计,珠海,5000-10000,5000,10000
广州安婕妤生物科技有限公司,总账会计,6-8千,广州,5-7年,本科,"五险一金
员工旅游
通讯补贴
专业培训
定期体检
包午餐
周末双休",外资（非欧美）  |  150-500人,快速消费品(食品、饮料、化妆品),广州,6000-8000,6000,8000
北京润宏保安服务有限公司,会计,6-8千,北京·通州区,3-4年,本科,"双休
五险",民营  |  1000-5000人,生活服务,北京,6000-8000,6000,8000
浙江兰天机械密封件有限公司,成本会计,6-8千·13薪,温州·乐清市,5-7年,大专,"绩效奖金
年终奖金
定期体检
专业培训
五险",民营  |  150-500人,机械/设备/重工,温州,6000-8000,6000,8000
深圳市首航新能源股份有限公司,费用会计(J11074),8千-1万·15薪,深圳·宝安区,1年,本科,"费用报销
费用报表
费用归集
费用计提
制造业
产研销一体化
五险一金
年终奖金
双休
发展空间大",民营  |  1000-5000人,新能源,深圳,8000-10000,8000,10000
四川国基华幼教育管理有限公司,会计,4.5-5.5千,成都·龙泉驿区,2年,大专,"财务
审计
税务
初级会计
发票报销
财务管理
五险一金
寒暑假
绩效奖金
周末双休
专业培训",民营  |  150-500人,教育/培训/院校,成都,4500-5500,4500,5500
苏州诺而为工业技术服务有限公司,项目会计/成本会计,6-8千,苏州·工业园区,3-4年,本科,"五险一金
补充医疗保险
员工旅游
交通补贴
餐饮补贴
通讯补贴
定期体检
弹性工作
年终奖金
绩效奖金",创业公司  |  50-150人,专业服务(咨询、人力资源、财会),苏州,6000-8000,6000,8000
南京金东升贸易有限公司工业气体分公司,会计,8千-1万·13薪,南京·六合区,1年,本科,"office
现金管理
报销管理
资金收付
财务
出纳
会计
包吃
加班补贴
节日福利
餐饮补贴
通讯补贴
绩效奖金
五险一金
周末双休
带薪年假
专业培训",民营  |  50-150人,交通/运输/物流,南京,8000-10000,8000,10000
广州天河埃安汽车销售服务有限公司,会计,4-6千,佛山·南海区,2年,中技/中专,"会计
财务
税务核算
五险
专业培训
绩效奖金
节日福利",民营  |  150-500人,汽车,佛山,4000-6000,4000,6000
罗尔西传动设备（苏州）有限公司,会计,8千-1万,上海·奉贤区,3-4年,本科,"五险一金
员工旅游
定期体检
专业培训",外资（欧美）  |  50-150人,机械/设备/重工,上海,8000-10000,8000,10000
杭州北度纺织品有限公司,面料主办会计,8千-1.2万,杭州·萧山区,5-7年,大专,"erp
成本核算
利润核算
内账
财务体系搭建
财会报表
面料行业
业务流程梳理
节日福利
弹性工作
绩效奖金
包工作餐",民营  |  50-150人,批发/零售,杭州,8000-12000,8000,12000
成都蜀泓企业管理有限公司,外勤会计,2.5-3.5千,成都·青羊区,无需经验,中技/中专,"交通补贴
餐饮补贴
通讯补贴
社保
弹性工作
员工旅游",民营  ,专业服务(咨询、人力资源、财会),成都,2500-3500,2500,3500
苏州运恒精冲科技有限公司,成本会计,4.5-6千,苏州·吴江区,2年,大专,"成本会计
员工旅游
专业培训
绩效奖金
年终奖金
五险一金",外资（非欧美）  |  50-150人,机械/设备/重工,苏州,4500-6000,4500,6000
北京科易动力科技有限公司,总账会计,8千-1.1万·14薪,苏州,3-4年,本科,"审核
纳税申报
结账
周末双休
全勤奖
员工食堂
五险一金
定期体检",民营  |  150-500人,汽车,苏州,8000-11000,8000,11000
广州市宇川网络科技有限公司,会计专员,5-7千,广州·黄埔区,2年,大专,"员工旅游
绩效奖金
年终奖金",民营  |  50-150人,通信/电信/网络设备,广州,5000-7000,5000,7000
台州第六空间家居发展有限公司,综合会计,5-7千·13薪,宁波·海曙区,1年,大专,"会计
五险一金
员工旅游
交通补贴
餐饮补贴
通讯补贴
年终奖金
绩效奖金
定期体检
弹性工作
专业培训",民营  |  50-150人,物业管理/商业中心,宁波,5000-7000,5000,7000
苏州赫耳墨斯国际运输代理有限公司,会计,4.5-6千,苏州,2年,大专,"做五休二
带薪年假
五险一金
节日福利
交通补贴
餐饮补贴
加班补贴
通讯补贴
周末双休",民营  |  少于50人,贸易/进出口,苏州,4500-6000,4500,6000
陕西多彩物业管理有限公司,会计,4.2-6千,西安·新城区,2年,本科,"会计
五险
员工旅游
餐饮补贴
专业培训
绩效奖金
年终奖金
定期体检",民营  |  50-150人,物业管理/商业中心,西安,4200-6000,4200,6000
昆山真金食品有限公司,会计专员,5-7千·14薪,昆山,2年,大专,"财务
五险一金
免费班车
绩效奖金
年终奖金
定期体检
专业培训",民营  |  150-500人,快速消费品(食品、饮料、化妆品),昆山,5000-7000,5000,7000
湖南复星合力新材料有限公司,总账会计,4-5千,岳阳,2年,本科,"财务报表
税务
审核
纳税申报
财务核算
制造行业
财务分析
高新技术企业
控制费用支出
会计政策
五险一金
专业培训
绩效奖金
定期体检
弹性工作
周未双休
节假日福利
交通补贴",合资  |  50-150人,原材料和加工,岳阳,4000-5000,4000,5000
山东昆城投资管理有限公司,财务会计（双休+五险一金）,5千-1万,德州,3-4年,本科,"财务
会计
税务
工资结算
财务处理
会计准则
财务软件
收纳
审计法规
五险一金
餐饮补贴
包住宿
双休
包吃住",民营  |  少于50人,新能源,德州,5000-10000,5000,10000
嘉宝莉化工集团股份有限公司,安徽滁州明光—会计主管,6.5千-1.2万,滁州,3-4年,本科,"财务管理
五险一金
带薪假期
年终奖金",民营  |  1000-5000人,石油/化工/矿产/地质,滁州,6500-12000,6500,12000
深圳市综信企业投资管理顾问有限公司,财务主管/会计主管,1-1.5万,深圳·福田区,3-4年,大专,"五险一金
弹性工作
专业培训
绩效奖金
年终奖金
交通补贴
员工旅游",民营  |  50-150人,会计/审计,深圳,10000-15000,10000,15000
金龙联合汽车工业（苏州）有限公司,会计,4-6千,苏州·工业园区,10年以上,大专,"财务
会计",国企  |  5000-10000人,汽车,苏州,4000-6000,4000,6000
江苏亿融园林设计有限公司,成本会计,4.5-6千,南京,5-7年,大专,"成本会计
熟悉费用审核
餐饮补贴
五险一金
年终奖金",民营  |  50-150人,建筑/建材/工程,南京,4500-6000,4500,6000
美钧金属（上海）有限公司,总账会计,5-6千·13薪,成都·青羊区,3-4年,本科,"会计
财务
五险一金
餐饮补贴
绩效奖金
年终奖金
做五休二
弹性工作
节日福利",外资（非欧美）  |  50-150人,原材料和加工,成都,5000-6000,5000,6000
陕西晨光文具礼品有限公司,会计,3.5-5千,西安·新城区,1年,大专,"财务助理
绩效奖金
年终奖金
专业培训
全勤奖",民营  |  500-1000人,贸易/进出口,西安,3500-5000,3500,5000
无锡大有汽车销售服务有限公司,会计,4-6千·13薪,无锡·锡山区,3-4年,大专,"会计核算
会计
纳税申报
会计凭证
税务登记
五险一金
餐饮补贴
专业培训",合资  ,汽车,无锡,4000-6000,4000,6000
