职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司标签,工作地点,职位描述或任职要求,规模类型
安卓系统开发工程师（可接受应届生）,百富计算机技术（深圳）有限公司,1-2万·14薪,深圳-龙岗区,本科,2年经验,01-28发布,计算机软件,,"工作职责：1、根据业务需求，基于Android平台进行应用程序开发；车载Launcher开发；2、AndroidApp开发；3、进行代码开发/单元测试等工作，保证代码的健壮性、可读性、易维护性；4、统筹规划安卓应用层框架、流程制订，技术文档编写；5、产品测试及bug修复。任职要求：1、本科及以上学历，2年以上Android应用程序开发经验，能独立完成开发任务；2、熟练掌握Java语言、C或者C++语言；3、熟练Android平台的应用开发,有扎实的编程功底和良好的编程习惯，注重细节，追求良好的用户体验；4、熟悉常用设计模式，良好的面向对象编程经验；熟练掌握Android的常用框架开发，充分理解Android的体系结构；5、具备优秀的团队协作精神，踏实的工作态度，良好的跨部门沟通能力，有精益求精，持续改善现状的意识；6、有车载方案开发经验者优先。7、如果有发明专利，或拥有新奇特产品项目在手，合作方式可以面谈。关于我们：团队氛围好；办公环境佳；晋升空间大；扁平化管理；零食水果下午茶；各种活动福利嗨翻天；父母感恩奖，给父母一个慰问和感谢；股权分红，给员工一个更明确的未来！我们是一支球队，携手共赢共进退，共享业绩红利！你有经验，我有平台！如果你有丰富的经验，有信心可以拿到卓越的业绩成果；如果你正在寻找一个施展才华的平台，愿意投入和付出，有信心进入核心股权分红骨干池子，欢迎开聊！",外资（非欧美）  |  1000-5000人
安卓软件工程师,厦门拓宝科技有限公司,1-1.8万,合肥-高新区,本科,2年经验,01-28发布,电子技术/半导体/集成电路,,"岗位职责：1、负责Android项目的开发工作；2、跟进Android的新技术发展；3、根据产品功能需求设计并完成软件实现；4、参与产品需求分析并制定技术实施方案。任职要求：1、熟悉AndroidUI设计，常用布局，自定义控件,下拉刷新,滑动按钮等,动画特效Listview，Gridview，Recyclerview，ViewPager等常用控件和四大组件；2、熟悉Java线程和进程；3、掌握Android数据存储方式(文件、网络、SharedPreferences、SQLite,ContentProvider);Android平台下Json解析；熟练处理Android中的OOM、ANR异常；4、熟悉Handler的原理以及使用方式；5、熟悉事件分发机制原理以及最基础的解决滑动冲突；6、熟悉MVP结合Okhttp,Retrofit+Rxjava搭建项目框架；7、了解三方对接（地图)；8、熟练适配项目屏幕；9、熟悉三方开源库的使用；10、熟练使用git、svn版本管理工具。",民营  |  500-1000人
安卓/Android/iOS开发工程师,默克软件（大连）有限公司,6千-1.2万,广州-天河区,本科,2年经验,01-28发布,计算机软件,,"岗位职责:1.负责安卓驱动及应用软件开发；2.能根据相关芯片文档与原理图完成芯片驱动程序移植与调试；3.负责Android系统Framework及Linux内核等系统框架层的优化、关键模块开发实现及调试定位；4.熟悉Linux驱动开发或有RK平台开发经验者优先；任职要求:1.计算机、电子信息技术及相关专业本科以上学历，至少2年以上Android方案设计及产品开发经验；2.精通linux,熟悉linux内核驱动架构,能够独立调试各种模块驱动；3.深刻理解Android及Linux操作系统工作原理和框架设计,有Androidframework开发定制经验；4.有基于Android系统的智能硬件类产品软硬件底层适配的调优经验；该岗位为宜通世纪全资子公司宜通世纪物联网研究院（广州）有限公司需求，介意者慎投！",民营  |  50-150人
安卓APP开发,南京意境美信息科技有限公司,1-1.5万,中山-石岐区,本科,3-4年经验,01-21发布,计算机软件,,职位描述：1.主导公司App相关开发；2.参与业务需求设计讨论，基于Android平台进行应用程序开发;3.负责移动平台软件框架的研究，设计和实现、关键技术验证和选型等工作;4.完成Android项目设计、编码、测试和优化；5.编写相关的开发文档，如技术文档，设计文档，测试文档等；6.对所开发的APP进行版本更新及维护；任职要求：1．扎实的java基础，具有1年以上java开发经验，至少3年以上android实际开发经验；2．熟悉android系统工作原理，对安卓源码有较深研究，具备较强的开发、调试、性能优化能力；3．熟悉android平台UI设计，熟悉常用布局，对ui相关接口理解优异者、能够编写自定义高性能ui控件者优先；4．熟悉java/kotlin/c/c++等编程语言，深入理解面向对象的设计模式，熟悉常用的数据结构；5．本科学历及以上；6．熟悉JNI开发，有相关开发经验；7.具备音视频开发经验、跨平台开发经验、安卓安全加固等者优先；8.良好的职业素质和团队合作精神，对工作认真负责。,民营  |  少于50人
Android安卓开发工程师,国药控股广州有限公司,10-15万/年,上海-浦东新区,本科,2年经验,01-28发布,批发/零售,,岗位职责：1、负责公司安卓手机产品的软件技术支持；2、基于公司的芯片和SDK，指导客户进行软件开发，解决客户在软件开发过程中遇到的问题。协助客户分析log，定位问题的原因，并给出解决方案。3、能独立分析、评估并定位/解决问题，及时给客户提供解决方案；4、跟踪客户项目软件开发进度，更新客户软件状态和问题，跟研发/销售team保持密切沟通；5、相关文档和SPEC编写任职要求:1、具备2年安卓驱动或Linux驱动研发经验；能熟练使用C语言。熟悉C++优先。2、有UART/USB/SDIO/Charger/PMIC/Flash/EMMC/SPI/I2C/LCD/GPIO/按键/触摸屏/摄像/蓝牙/WiFi/FM/音频等模块驱动相关开发经验优先；3、有开源软件移植经验者优先；4、有较强的debug和分析问题能力；5、有ATA自动化软件开发经验者优先；6、有RIL开发经验者优先；7、有AndroidHAL或Androidframework开发经验者优先；,国企  |  1000-5000人
安卓系统开发工程师,桂林优利特电子集团有限公司,8千-1.5万,上海-浦东新区,本科,5-7年经验,01-28发布,医疗设备/器械,,"职位描述：1、遵循敏捷开发流程，依据项目计划和需求进行app的设计、开发和维护；2、编写技术文档，审核代码以及调试服务器端，确保应用质量；3、负责与项目人员的沟通和其他相关资源的协调；4、负责android项目相关方案设计、执行以及技术文档的编写；5、指导团队成员共同完成研发任务，分享及应用新技术。任职要求：1.5年及以上Android开发经验；3年及以上AndroidFramework开发经验和项目管理经验；2.良好的Java基础，熟练掌握Android的API，理解Android的体系结构，掌握Android中界面绘制，后台运行，数据存储等的原理;3.熟悉多线程，对Socket通信、TCP/IP和HTTP/HTTPS协议有一定的理解和经验。4.扎实的C/C++,Java开发功底，深入理解android系统底层框架；5.熟悉UML及设计模式，熟悉面向对象设计，熟悉Git/SVN等相关版本控制软件；6.良好的分析和解决问题的能力，良好的沟通能力；7.必要的文档编写能力;8.熟悉不同分辨率适配，有性能优化经验;9.有BLE即时通讯和独立项目开发经验的优先;10.良好的团队协作精神，严谨、勤奋、敬业。",民营  |  1000-5000人
安卓系统工程师,湖南小算科技信息有限公司,1.8-3万·14薪,广州-花都区,本科,5-7年经验,12-12发布,计算机软件,,,民营  |  50-150人
安卓驱动工程师,宁波思凯莱数码科技有限公司,1-1.5万,,,,01-28发布,计算机硬件,,,外资（欧美）  |  50-150人
安卓Android开发工程师,深圳市网新新思软件有限公司,1.5-2万,上海-浦东新区,本科,2年经验,01-28发布,计算机软件,,"岗位职责参与安卓系统软件（如Linux驱动,，AndroidHAL和framework层）架构设计及功能开发，配合测试团队解决系统集成中的问题，围绕公司自有SoC以及硬件平台给客户提供高质量的安卓系统软件。工作领域可以是如下方向之一：多媒体视频与图像（videoorpictureencoder/decoder,multimediaframeworkstagefright,RTSP/HLSstreamingprotocol）、音频（audio,ALSA,ASoC）、图形加速（Graphics,GPU，OpenGLES，Vulkan）、显示子系统（Display,DSI,DRM,HWC,SurfaceFlinger）、通讯协议栈（Telephony/RIL/RILJ/RCS）、WiFi/BT/GNSS协议栈、传感器（sensor,sensorhub，sensorfusion）、安全（security，GP-TEE）、Linux内核、实时操作系统（RTOS）、系统启动以及升级（Boot,OTA）、常见通讯协议以及存储设备（USB,Ethernet,PCIe,eMMC,UFS,NAND,Nor,I2C,SPI）、功耗优化（power）、计算机体系架构、编译器（compiler）等。岗位要求1.熟练掌握C、C++、Java或Rust等语言之一。2.计算机、电子或信息工程等相关专业本科或以上学历。3.具备优秀调试能力者优先。4.具备嵌入式软件开发经验者优先。",已上市  |  1000-5000人
安卓Android开发工程师,深圳轩辕星电子科技有限公司,1.3-1.8万,深圳-福田区,本科,2年经验,01-28发布,互联网/电子商务,,"岗位职责：1、主要负责公司Amlogic晶晨、全志等产品线的售前、售中、售后技术支持；2、需要时出差到客户端提供现场的技术支持，及时响应客户的需求，对客户问题进行分析，为客户提供全面的软件技术支持；负责安卓开发，调式和维护;3、配合销售，跟踪解决客户问题，跟进项目进度,维护客户关系,寻找新的市场及生意机会；4、积极与原厂沟通交流，不断学习相关产品知识,了解市场应用并不断提升自身专业技能。任职要求：1、计算机、通讯、电子信息工程等相关专业大学本科及以上学历；2、2年以上电子行业相关工作经验；有瑞芯微，海思等平台的BSP开发经验优先考虑；3、熟悉安卓系统，有MTK,RK安卓手机、电视、OTT盒子等项目相关经验或同类型代理商及原厂的软件FAE工作经验优先。4、熟悉C和C++语言、有JAVA开发经验者优先考虑;5、熟悉linux操作系统和常用adbshell等调试方法。",民营  |  50-150人
Android（安卓）/APP开发工程师,上海北辰软件股份有限公司,1-2万,深圳,本科,3-4年经验,01-20发布,计算机软件,,岗位职责：1、能够独立负责互联网Android平台应用的开发2、根据项目计划及业务需求设计并编写高质量的编码工作3、持续优化Android应用性能，并保证应用架构稳定性4、能够设计良好的接口服务，降低三方应用使用的成本岗位要求：1、熟悉Android应用开发技术，了解Android开发平台，Framework层和底层设计原理2、熟悉AndroidUI开发，理解AndroidUI的运行机制等基本开发技能3、熟悉Android性能优化的方法及原理，具有性能优化的相关经验4、扎实的kotlin/Java/C++的编程基础，精通常用的数据结构与算法，熟悉TCP/http协议5、具有良好的学习能力和强烈的进取心和创新意识6、具备较强的团队精神，良好的表达和沟通能力，工作认真、负责,民营  |  50-150人
